0	0
0.02	5.449
0.3533334	5.452924
0.519361	6.059755
0.6177765	6.666064
0.6589527	7.062725
0.6777815	7.22628
0.7200645	7.299494
0.7450249	7.458904
0.7685648	7.548511
0.7812377	7.629657
0.7976395	7.672102
0.8101397	7.724904
0.8235663	7.763567
0.8459743	7.804108
0.8849366	7.867981
0.9068797	7.968472
0.9289601	8.018584
0.9451525	8.06423
0.9609376	8.094703
0.9743022	8.121997
0.9872251	8.142478
1.010826	8.160755
1.045294	8.189653
1.061511	8.221457
1.088689	8.232304
1.101917	8.243552
1.115311	8.246783
1.127572	8.247733
1.142181	8.247094
1.156528	8.244799
1.196371	8.240172
1.212677	8.217395
1.227917	8.20375
1.244163	8.189016
1.263245	8.17126
1.278907	8.147491
1.291431	8.12587
1.305773	8.106784
1.330876	8.083869
1.368748	8.039951
1.390168	7.965474
1.404565	7.919163
1.429118	7.88652
1.44512	7.827764
1.458716	7.787741
1.469686	7.752719
1.488784	7.723485
1.526314	7.671521
1.544024	7.564614
1.566798	7.512167
1.58076	7.442904
1.594401	7.399712
1.603521	7.356706
1.619974	7.327756
1.631422	7.274972
1.654632	7.237699
1.687186	7.161546
1.708929	7.053232
1.733787	6.980269
1.745221	6.896595
1.762147	6.858117
1.779011	6.801241
1.788673	6.744807
1.809726	6.712701
1.838594	6.64316
1.85356	6.549273
1.876093	6.501655
1.889978	6.431213
1.904876	6.388896
1.924903	6.344283
1.939626	6.286059
1.948049	6.244403
1.963426	6.221489
1.992871	6.180162
2.018865	6.105592
2.033673	6.044384
2.045929	6.012141
2.061752	5.986531
2.087133	5.955052
2.10573	5.909537
2.12305	5.879523
2.154199	5.854275
2.174185	5.816246
2.187377	5.796574
2.201725	5.78574
2.223046	5.775511
2.237072	5.764528
2.245579	5.759636
2.262553	5.757747
2.276659	5.755597
2.302089	5.75611
2.326014	5.761613
2.339183	5.772578
2.352965	5.780412
2.368175	5.790921
2.393548	5.804098
2.409565	5.830378
2.423935	5.849756
2.450416	5.868681
2.485569	5.908073
2.504415	5.967814
2.536207	6.003198
2.555373	6.067797
2.572975	6.109503
2.589769	6.149493
2.613085	6.188995
2.645463	6.245854
2.675972	6.328346
2.692301	6.409215
2.70947	6.453587
2.729164	6.500875
2.742338	6.555839
2.758043	6.592931
2.768636	6.637529
2.801266	6.667799
2.824548	6.761504
2.839344	6.82867
2.855521	6.871368
2.872395	6.917959
2.885863	6.966396
2.90079	7.004897
2.922772	7.047383
2.956918	7.109307
2.974973	7.203815
2.993849	7.252715
3.013409	7.302935
3.027708	7.353866
3.049864	7.390297
3.066483	7.445299
3.080791	7.485338
3.118236	7.51904
3.133247	7.602405
3.145379	7.633744
3.167429	7.65834
3.180371	7.700851
3.194965	7.724766
3.207359	7.749997
3.226087	7.770479
3.240836	7.799628
3.273931	7.821127
3.294883	7.86298
3.311353	7.885507
3.326158	7.90076
3.341269	7.912798
3.361537	7.923495
3.377555	7.93463
3.38839	7.94103
3.403839	7.943984
3.445445	7.946993
3.473666	7.944852
3.488899	7.935322
3.519164	7.927466
3.534465	7.906796
3.553532	7.893198
3.59068	7.874047
3.627013	7.829086
3.648202	7.775899
3.668071	7.7409
3.684962	7.705664
3.706361	7.674016
3.724395	7.631653
3.754977	7.594276
3.792427	7.52749
3.825652	7.440796
3.866477	7.360246
3.884933	7.257701
3.907509	7.210484
3.922239	7.152248
3.956051	7.114097
3.975888	7.02637
3.991632	6.975063
4.006413	6.934562
4.026199	6.896749
4.04187	6.846581
4.057512	6.807241
4.066933	6.768478
4.084482	6.745412
4.116279	6.70284
4.12886	6.627654
4.152888	6.598741
4.166842	6.544751
4.179441	6.514283
4.191543	6.487214
4.209683	6.46207
4.225935	6.42521
4.241999	6.393287
4.279562	6.362767
4.294347	6.296144
4.307075	6.271984
4.329178	6.251943
4.344444	6.219111
4.358312	6.19786
4.372282	6.179616
4.407415	6.16261
4.442631	6.124357
4.466175	6.093287
4.481353	6.077033
4.495562	6.068141
4.50608	6.06148
4.529634	6.057343
4.547313	6.050642
4.562395	6.04796
4.595483	6.047167
4.610606	6.051215
4.627523	6.055556
4.644953	6.062086
4.661292	6.070753
4.676786	6.080585
4.691022	6.091766
4.713903	6.103457
4.741117	6.124653
4.777505	6.153916
4.817623	6.200222
4.852927	6.259733
4.882992	6.318951
4.91898	6.37364
4.956958	6.443912
4.975408	6.522949
4.999891	6.562816
5.017014	6.616838
5.031896	6.655404
5.057547	6.689281
5.073697	6.748204
5.109162	6.785604
5.14763	6.867961
5.165576	6.95687
5.187609	6.997913
5.206331	7.047682
5.221753	7.089336
5.243431	7.123173
5.276343	7.169679
5.294498	7.237902
5.31776	7.274082
5.335754	7.318909
5.348923	7.352121
5.373816	7.375601
5.38984	7.418199
5.403848	7.444164
5.44014	7.466041
5.456718	7.518408
5.479243	7.540044
5.49529	7.567538
5.514208	7.585342
5.553872	7.604767
5.573907	7.639404
5.610026	7.653684
5.638701	7.673842
5.653476	7.684964
5.673773	7.688629
5.689065	7.691934
5.704724	7.692868
5.719585	7.692595
5.741373	7.691191
5.775961	7.686642
5.792044	7.674079
5.812222	7.66601
5.830306	7.654052
5.852974	7.641504
5.870765	7.623425
5.887758	7.607383
5.90567	7.590641
5.937848	7.57151
5.952991	7.53343
5.985075	7.513741
6.002558	7.469074
6.024154	7.443023
6.039856	7.409167
6.050766	7.383656
6.075018	7.365223
6.103611	7.323318
